date,total,num_good,num_bad
2007-02-05,3,1,2
2007-02-06,3,3,0
2007-02-07,2,0,2
2007-02-08,3,3,0
2007-02-09,1,1,0
2007-02-10,1,0,1
2007-02-12,1,1,0
2007-02-14,1,0,1
2007-02-15,1,1,0
2007-02-16,4,2,2
2007-02-21,1,1,0
2007-02-22,3,3,0
2007-02-23,1,0,1
2007-02-24,3,2,1
2007-02-25,1,1,0
2007-02-26,2,2,0
2007-02-27,3,3,0
2007-03-01,1,1,0
2007-03-02,3,3,0
2007-03-03,1,1,0
2007-03-05,4,3,1
2007-03-06,2,2,0
2007-03-07,1,1,0
2007-03-08,2,2,0
2007-03-09,3,3,0
2007-03-10,1,1,0
2007-03-12,3,3,0
2007-03-13,1,1,0
2007-03-14,3,2,1
2007-03-15,4,3,1
2007-03-16,1,0,1
2007-03-19,3,1,2
2007-03-20,1,1,0
2007-03-22,5,4,1
2007-03-24,1,1,0
2007-03-25,1,1,0
2007-03-26,1,1,0
2007-03-28,3,1,2
2007-03-29,1,1,0
2007-03-30,2,1,1
2007-03-31,2,2,0
2007-04-02,2,1,1
2007-04-04,2,2,0
2007-04-05,2,2,0
2007-04-07,1,0,1
2007-04-09,1,1,0
2007-04-10,1,0,1
2007-04-12,3,1,2
2007-04-13,2,1,1
2007-04-14,2,1,1
2007-04-16,4,4,0
2007-04-17,1,1,0
2007-04-18,1,1,0
2007-04-19,5,4,1
2007-04-20,2,2,0
2007-04-21,1,1,0
2007-04-23,4,2,2
2007-04-24,1,1,0
2007-04-25,1,1,0
2007-04-26,4,4,0
2007-04-27,3,3,0
2007-04-28,3,1,2
2007-04-30,4,4,0
2007-05-01,2,2,0
2007-05-03,1,1,0
2007-05-04,1,1,0
2007-05-05,1,1,0
2007-05-08,1,1,0
2007-05-09,2,2,0
2007-05-10,4,2,2
2007-05-11,2,1,1
2007-05-15,1,1,0
2007-05-16,3,3,0
2007-05-17,5,2,3
2007-05-18,4,3,1
2007-05-19,2,1,1
2007-05-21,4,4,0
2007-05-23,1,1,0
2007-05-25,2,2,0
2007-05-26,1,1,0
2007-05-28,2,2,0
2007-05-29,2,1,1
2007-05-30,4,3,1
2007-05-31,5,4,1
2007-06-02,1,1,0
2007-06-04,3,3,0
2007-06-05,4,3,1
2007-06-06,1,0,1
2007-06-07,1,1,0
2007-06-08,2,1,1
2007-06-10,1,1,0
2007-06-11,5,4,1
2007-06-12,2,2,0
2007-06-13,1,0,1
2007-06-14,2,2,0
2007-06-15,1,0,1
2007-06-16,1,1,0
2007-06-18,3,3,0
2007-06-19,1,1,0
2007-06-20,5,3,2
2007-06-22,3,2,1
2007-06-25,4,4,0
2007-06-26,4,3,1
2007-06-28,4,3,1
2007-06-30,1,0,1
2007-07-02,3,3,0
2007-07-03,1,1,0
2007-07-05,2,1,1
2007-07-06,1,0,1
2007-07-07,2,2,0
2007-07-09,3,2,1
2007-07-10,2,2,0
2007-07-11,2,2,0
2007-07-12,1,1,0
2007-07-13,5,3,2
2007-07-16,1,1,0
2007-07-17,3,3,0
2007-07-18,1,1,0
2007-07-19,3,3,0
2007-07-20,2,2,0
2007-07-23,2,2,0
2007-07-24,2,2,0
2007-07-25,2,2,0
2007-07-26,3,2,1
2007-07-27,5,4,1
2007-07-30,3,2,1
2007-07-31,1,1,0
2007-08-02,3,3,0
2007-08-03,4,3,1
2007-08-06,1,0,1
2007-08-07,3,3,0
2007-08-10,2,2,0
2007-08-13,3,3,0
2007-08-14,3,1,2
2007-08-15,3,3,0
2007-08-16,6,6,0
2007-08-20,5,4,1
2007-08-21,4,3,1
2007-08-22,2,1,1
2007-08-23,3,3,0
2007-08-24,3,2,1
2007-08-27,1,1,0
2007-08-28,1,1,0
2007-08-30,2,2,0
2007-08-31,1,1,0
2007-09-03,2,2,0
2007-09-04,5,5,0
2007-09-05,2,2,0
2007-09-06,1,1,0
2007-09-07,1,1,0
2007-09-08,1,1,0
2007-09-10,1,1,0
2007-09-11,2,2,0
2007-09-12,2,1,1
2007-09-13,1,1,0
2007-09-15,1,0,1
2007-09-17,6,6,0
2007-09-18,6,6,0
2007-09-19,1,1,0
2007-09-20,1,1,0
2007-09-21,1,0,1
2007-09-24,3,1,2
2007-09-25,3,1,2
2007-09-26,4,3,1
2007-09-27,4,4,0
2007-09-28,2,2,0
2007-10-01,1,1,0
2007-10-02,3,3,0
2007-10-03,5,5,0
2007-10-04,3,3,0
2007-10-05,2,2,0
2007-10-06,1,1,0
2007-10-08,1,1,0
2007-10-11,2,2,0
2007-10-12,1,1,0
2007-10-15,1,0,1
2007-10-18,2,1,1
2007-10-19,3,2,1
2007-10-22,3,3,0
2007-10-23,2,1,1
2007-10-24,4,3,1
2007-10-25,6,4,2
2007-10-26,2,1,1
2007-10-30,4,4,0
2007-10-31,4,2,2
2007-11-01,5,5,0
2007-11-02,3,3,0
2007-11-05,4,3,1
2007-11-06,2,2,0
2007-11-07,3,3,0
2007-11-08,6,3,3
2007-11-09,1,1,0
2007-11-12,3,1,2
2007-11-13,3,2,1
2007-11-14,3,1,2
2007-11-15,2,1,1
2007-11-16,5,3,2
2007-11-19,1,1,0
2007-11-22,2,2,0
2007-11-24,1,0,1
2007-11-26,2,2,0
2007-11-27,1,1,0
2007-11-29,2,2,0
2007-11-30,1,1,0
2007-12-03,4,4,0
2007-12-04,2,2,0
2007-12-07,1,1,0
2007-12-11,1,1,0
2007-12-13,6,6,0
2007-12-14,2,2,0
2007-12-17,7,4,3
2007-12-18,3,2,1
2007-12-19,4,2,2
2007-12-20,6,5,1
2007-12-21,2,1,1
2007-12-22,1,1,0
2007-12-24,3,3,0
2007-12-27,1,0,1
2007-12-28,2,2,0
2007-12-29,1,1,0
2007-12-31,4,3,1
2008-01-02,1,1,0
2008-01-03,2,2,0
2008-01-04,2,2,0
2008-01-05,1,0,1
2008-01-07,6,6,0
2008-01-08,5,5,0
2008-01-09,4,3,1
2008-01-10,2,1,1
2008-01-11,2,1,1
2008-01-15,3,1,2
2008-01-16,2,2,0
2008-01-17,1,0,1
2008-01-21,1,1,0
2008-01-23,4,4,0
2008-01-24,5,3,2
2008-01-25,2,2,0
2008-01-26,1,1,0
2008-01-30,2,2,0
2008-01-31,4,4,0
2008-02-01,4,1,3
2008-02-02,4,3,1
2008-02-03,2,2,0
2008-02-04,4,3,1
2008-02-05,4,3,1
2008-02-06,1,1,0
2008-02-07,1,1,0
2008-02-08,1,1,0
2008-02-09,3,2,1
2008-02-10,1,1,0
2008-02-11,2,2,0
2008-02-12,4,3,1
2008-02-13,1,1,0
2008-02-14,6,5,1
2008-02-15,2,2,0
2008-02-18,1,1,0
2008-02-19,1,1,0
2008-02-20,1,0,1
2008-02-21,2,2,0
2008-02-22,1,1,0
2008-02-26,1,0,1
2008-02-27,1,1,0
2008-02-28,2,2,0
2008-03-03,2,2,0
2008-03-04,1,1,0
2008-03-05,8,5,3
2008-03-06,5,4,1
2008-03-07,2,0,2
2008-03-10,2,2,0
2008-03-11,6,5,1
2008-03-12,3,2,1
2008-03-13,4,4,0
2008-03-14,2,1,1
2008-03-18,2,2,0
2008-03-19,4,4,0
2008-03-20,1,1,0
2008-03-25,2,1,1
2008-03-26,1,1,0
2008-03-27,2,2,0
2008-03-28,2,0,2
2008-03-31,1,1,0
2008-04-01,2,2,0
2008-04-02,1,1,0
2008-04-03,2,1,1
2008-04-04,1,0,1
2008-04-05,2,1,1
2008-04-07,5,3,2
2008-04-08,2,2,0
2008-04-09,2,2,0
2008-04-10,5,5,0
2008-04-12,1,1,0
2008-04-14,1,1,0
2008-04-16,2,1,1
2008-04-17,3,1,2
2008-04-18,3,2,1
2008-04-21,1,1,0
2008-04-22,1,1,0
2008-04-23,4,2,2
2008-04-24,3,2,1
2008-04-25,3,2,1
2008-04-28,1,1,0
2008-04-29,4,4,0
2008-04-30,1,1,0
2008-05-01,3,2,1
2008-05-02,4,4,0
2008-05-03,1,1,0
2008-05-04,3,3,0
2008-05-05,7,5,2
2008-05-06,7,5,2
2008-05-08,3,3,0
2008-05-10,1,1,0
2008-05-14,1,1,0
2008-05-16,3,3,0
2008-05-19,5,4,1
2008-05-20,4,4,0
2008-05-21,1,1,0
2008-05-22,2,2,0
2008-05-24,1,1,0
2008-05-29,3,3,0
2008-05-30,1,1,0
2008-06-03,2,1,1
2008-06-04,4,2,2
2008-06-05,1,1,0
2008-06-06,2,2,0
2008-06-07,1,0,1
2008-06-10,3,2,1
2008-06-11,2,2,0
2008-06-12,5,5,0
2008-06-13,7,5,2
2008-06-14,4,4,0
2008-06-16,2,2,0
2008-06-18,2,2,0
2008-06-19,2,0,2
2008-06-20,3,3,0
2008-06-23,1,1,0
2008-06-24,2,1,1
2008-06-25,2,0,2
2008-06-26,1,1,0
2008-06-27,3,1,2
2008-06-30,1,1,0
2008-07-02,3,2,1
2008-07-03,3,3,0
2008-07-07,3,2,1
2008-07-08,1,1,0
2008-07-09,2,1,1
2008-07-10,1,1,0
2008-07-12,1,1,0
2008-07-13,1,1,0
2008-07-14,4,3,1
2008-07-15,3,2,1
2008-07-16,2,1,1
2008-07-17,5,4,1
2008-07-18,3,3,0
2008-07-19,1,1,0
2008-07-21,2,2,0
2008-07-22,2,2,0
2008-07-23,2,2,0
2008-07-24,6,6,0
2008-07-25,3,3,0
2008-07-28,2,2,0
2008-08-01,4,3,1
2008-08-02,1,1,0
2008-08-04,4,3,1
2008-08-05,1,1,0
2008-08-06,7,5,2
2008-08-07,5,4,1
2008-08-08,3,2,1
2008-08-10,2,2,0
2008-08-11,2,2,0
2008-08-12,2,2,0
2008-08-14,2,2,0
2008-08-15,1,1,0
2008-08-18,2,1,1
2008-08-19,1,1,0
2008-08-20,2,1,1
2008-08-21,3,2,1
2008-08-23,1,1,0
2008-08-25,1,1,0
2008-08-27,3,3,0
2008-08-29,1,0,1
2008-08-30,1,0,1
2008-08-31,1,1,0
2008-09-01,1,1,0
2008-09-03,7,5,2
2008-09-04,4,4,0
2008-09-05,2,2,0
2008-09-07,1,1,0
2008-09-08,2,2,0
2008-09-09,7,5,2
2008-09-10,2,2,0
2008-09-11,4,4,0
2008-09-12,1,1,0
2008-09-13,1,1,0
2008-09-16,1,1,0
2008-09-17,4,3,1
2008-09-18,1,1,0
2008-09-19,2,2,0
2008-09-22,1,1,0
2008-09-23,3,3,0
2008-09-24,3,2,1
2008-09-25,3,1,2
2008-10-01,2,2,0
2008-10-02,1,1,0
2008-10-03,2,2,0
2008-10-06,2,0,2
2008-10-07,1,1,0
2008-10-08,1,1,0
2008-10-09,2,2,0
2008-10-10,2,2,0
2008-10-12,1,1,0
2008-10-13,1,1,0
2008-10-14,2,2,0
2008-10-15,2,2,0
2008-10-16,2,1,1
2008-10-20,5,4,1
2008-10-21,3,2,1
2008-10-23,5,4,1
2008-10-24,2,2,0
2008-10-27,5,4,1
2008-10-28,2,2,0
2008-10-29,3,2,1
2008-10-30,2,1,1
2008-10-31,2,1,1
2008-11-03,4,3,1
2008-11-04,1,0,1
2008-11-05,8,6,2
2008-11-06,4,3,1
2008-11-07,5,5,0
2008-11-10,2,2,0
2008-11-11,1,1,0
2008-11-12,2,2,0
2008-11-13,4,4,0
2008-11-14,3,3,0
2008-11-18,5,4,1
2008-11-19,4,3,1
2008-11-20,2,2,0
2008-11-25,1,1,0
2008-11-26,3,3,0
2008-11-27,1,0,1
2008-12-01,5,3,2
2008-12-02,4,4,0
2008-12-03,3,3,0
2008-12-04,1,1,0
2008-12-05,5,4,1
2008-12-06,1,1,0
2008-12-08,2,2,0
2008-12-10,2,1,1
2008-12-11,3,3,0
2008-12-12,1,0,1
2008-12-17,3,2,1
2008-12-18,1,1,0
2008-12-19,1,1,0
2008-12-22,1,1,0
2008-12-23,3,3,0
2008-12-24,5,4,1
2008-12-28,2,2,0
2008-12-30,2,1,1
2008-12-31,5,5,0
2009-01-01,1,1,0
2009-01-02,1,1,0
2009-01-05,1,0,1
2009-01-06,1,0,1
2009-01-07,2,2,0
2009-01-08,5,5,0
2009-01-09,2,2,0
2009-01-12,2,2,0
2009-01-13,1,0,1
2009-01-14,1,1,0
2009-01-15,3,1,2
2009-01-16,4,4,0
2009-01-17,1,1,0
2009-01-19,1,1,0
2009-01-20,1,1,0
2009-01-21,3,2,1
2009-01-22,7,6,1
2009-01-23,4,4,0
2009-01-26,1,1,0
2009-01-27,3,3,0
2009-01-28,4,3,1
2009-01-29,1,1,0
2009-02-02,1,1,0
2009-02-03,2,2,0
2009-02-04,2,2,0
2009-02-05,5,3,2
2009-02-06,1,1,0
2009-02-09,1,1,0
2009-02-10,1,1,0
2009-02-11,2,2,0
2009-02-12,2,1,1
2009-02-13,2,2,0
2009-02-16,3,3,0
2009-02-17,4,3,1
2009-02-18,2,2,0
2009-02-19,3,3,0
2009-02-20,2,2,0
2009-02-23,3,2,1
2009-02-24,3,2,1
2009-02-25,6,5,1
2009-02-26,3,3,0
2009-02-27,2,2,0
2009-03-02,5,5,0
2009-03-03,2,2,0
2009-03-04,4,3,1
2009-03-06,2,2,0
2009-03-09,2,2,0
2009-03-10,1,1,0
2009-03-11,1,1,0
2009-03-12,2,2,0
2009-03-13,1,1,0
2009-03-16,1,1,0
2009-03-17,3,2,1
2009-03-18,4,4,0
2009-03-19,2,1,1
2009-03-20,3,2,1
2009-03-22,1,0,1
2009-03-23,3,3,0
2009-03-24,1,1,0
2009-03-25,3,3,0
2009-03-26,1,1,0
2009-03-27,1,0,1
2009-03-29,1,1,0
2009-03-30,2,2,0
2009-03-31,4,4,0
2009-04-01,2,1,1
2009-04-02,2,2,0
2009-04-04,2,1,1
2009-04-05,1,1,0
2009-04-06,3,1,2
2009-04-07,2,2,0
2009-04-08,1,0,1
2009-04-09,1,1,0
2009-04-10,2,0,2
2009-04-11,1,1,0
2009-04-12,1,1,0
2009-04-14,1,1,0
2009-04-15,2,0,2
2009-04-16,2,2,0
2009-04-17,2,1,1
2009-04-20,2,0,2
2009-04-21,2,1,1
2009-04-22,2,2,0
2009-04-23,1,1,0
2009-04-24,3,3,0
2009-04-25,1,1,0
2009-04-27,4,3,1
2009-04-28,3,3,0
2009-04-29,2,2,0
2009-04-30,5,5,0
2009-05-01,1,1,0
2009-05-04,1,1,0
2009-05-05,1,1,0
2009-05-06,2,2,0
2009-05-07,2,1,1
2009-05-08,1,1,0
2009-05-11,4,4,0
2009-05-12,2,1,1
2009-05-13,4,4,0
2009-05-15,2,2,0
2009-05-18,3,0,3
2009-05-19,2,2,0
2009-05-20,1,1,0
2009-05-21,3,3,0
2009-05-22,1,0,1
2009-05-25,1,1,0
2009-05-26,4,4,0
2009-05-27,6,5,1
2009-05-28,7,5,2
2009-05-29,2,2,0
2009-06-01,3,2,1
2009-06-02,4,3,1
2009-06-03,5,4,1
2009-06-04,3,2,1
2009-06-05,4,4,0
2009-06-07,1,1,0
2009-06-08,1,0,1
2009-06-09,2,2,0
2009-06-11,1,0,1
2009-06-12,3,3,0
2009-06-15,1,1,0
2009-06-16,2,1,1
2009-06-17,2,1,1
2009-06-18,2,1,1
2009-06-23,2,0,2
2009-06-24,3,3,0
2009-06-25,2,2,0
2009-06-26,3,3,0
2009-06-28,1,0,1
2009-06-29,2,2,0
2009-06-30,3,1,2
2009-07-01,3,3,0
2009-07-04,1,1,0
2009-07-06,2,2,0
2009-07-07,1,1,0
2009-07-08,4,3,1
2009-07-09,4,4,0
2009-07-10,1,1,0
2009-07-13,3,2,1
2009-07-14,4,3,1
2009-07-15,2,2,0
2009-07-17,2,2,0
2009-07-18,1,1,0
2009-07-20,1,1,0
2009-07-21,1,1,0
2009-07-22,3,2,1
2009-07-23,1,1,0
2009-07-24,3,2,1
2009-07-29,7,7,0
2009-07-30,5,3,2
2009-07-31,1,1,0
2009-08-03,5,5,0
2009-08-05,2,2,0
2009-08-06,1,0,1
2009-08-07,3,2,1
2009-08-09,1,1,0
2009-08-10,3,3,0
2009-08-11,3,3,0
2009-08-12,3,3,0
2009-08-13,2,2,0
2009-08-14,2,2,0
2009-08-16,1,1,0
2009-08-17,6,4,2
2009-08-18,1,0,1
2009-08-19,1,0,1
2009-08-20,2,2,0
2009-08-21,1,1,0
2009-08-24,3,3,0
2009-08-26,6,4,2
2009-08-28,1,1,0
2009-08-31,3,2,1
2009-09-01,1,0,1
2009-09-02,5,4,1
2009-09-03,1,1,0
2009-09-04,5,3,2
2009-09-07,1,1,0
2009-09-08,4,4,0
2009-09-09,1,0,1
2009-09-10,3,3,0
2009-09-11,3,3,0
2009-09-12,1,1,0
2009-09-14,3,3,0
2009-09-15,1,0,1
2009-09-16,3,2,1
2009-09-17,1,0,1
2009-09-18,2,1,1
2009-09-21,1,1,0
2009-09-22,1,1,0
2009-09-23,4,4,0
2009-09-24,1,1,0
2009-09-25,1,1,0
2009-09-27,1,0,1
2009-09-28,1,0,1
2009-09-29,3,2,1
2009-09-30,2,2,0
2009-10-01,2,2,0
2009-10-02,1,1,0
2009-10-05,4,2,2
2009-10-06,4,4,0
2009-10-07,2,2,0
2009-10-08,1,1,0
2009-10-09,1,1,0
2009-10-11,2,2,0
2009-10-12,1,1,0
2009-10-13,3,2,1
2009-10-14,2,2,0
2009-10-16,1,1,0
2009-10-18,2,1,1
2009-10-19,2,1,1
2009-10-20,2,2,0
2009-10-21,7,6,1
2009-10-22,2,2,0
2009-10-23,3,3,0
2009-10-25,1,1,0
2009-10-26,2,1,1
2009-10-28,4,4,0
2009-10-29,1,1,0
2009-11-02,2,2,0
2009-11-03,1,1,0
2009-11-04,1,1,0
2009-11-05,4,4,0
2009-11-06,2,2,0
2009-11-09,3,2,1
2009-11-10,5,4,1
2009-11-11,2,2,0
2009-11-12,2,2,0
2009-11-13,1,0,1
2009-11-16,1,1,0
2009-11-17,4,2,2
2009-11-18,3,3,0
2009-11-19,1,1,0
2009-11-20,2,2,0
2009-11-21,1,1,0
2009-11-23,5,3,2
2009-11-24,1,1,0
2009-11-25,3,2,1
2009-11-27,1,1,0
2009-11-29,1,1,0
2009-11-30,4,2,2
2009-12-01,2,2,0
2009-12-02,3,3,0
2009-12-03,3,3,0
2009-12-04,2,1,1
2009-12-07,3,2,1
2009-12-08,2,2,0
2009-12-09,1,1,0
2009-12-10,3,2,1
2009-12-11,1,0,1
2009-12-14,3,2,1
2009-12-15,4,3,1
2009-12-16,4,3,1
2009-12-17,1,1,0
2009-12-18,2,2,0
2009-12-21,5,4,1
2009-12-22,2,1,1
2009-12-23,4,4,0
2009-12-26,1,1,0
2009-12-28,1,1,0
2009-12-31,3,3,0
2010-01-04,1,1,0
2010-01-05,6,4,2
2010-01-06,2,2,0
2010-01-07,3,1,2
2010-01-08,1,1,0
2010-01-09,1,1,0
2010-01-11,1,1,0
2010-01-12,1,1,0
2010-01-13,6,5,1
2010-01-14,4,4,0
2010-01-15,1,0,1
2010-01-18,1,1,0
2010-01-19,2,1,1
2010-01-20,4,4,0
2010-01-21,1,1,0
2010-01-22,1,1,0
2010-01-25,5,4,1
2010-01-26,1,1,0
2010-01-27,5,4,1
2010-01-28,1,1,0
2010-01-29,2,2,0
2010-02-02,5,4,1
2010-02-03,2,1,1
2010-02-04,2,1,1
2010-02-05,3,3,0
2010-02-08,2,2,0
2010-02-09,1,1,0
2010-02-10,4,3,1
2010-02-11,2,1,1
2010-02-12,2,2,0
2010-02-15,4,3,1
2010-02-16,2,2,0
2010-02-17,3,3,0
2010-02-18,5,4,1
2010-02-19,2,2,0
2010-02-21,1,1,0
2010-02-22,1,1,0
2010-02-24,7,6,1
2010-02-25,2,1,1
2010-03-01,7,5,2
2010-03-02,4,2,2
2010-03-03,2,1,1
2010-03-04,3,2,1
2010-03-06,1,1,0
2010-03-07,1,1,0
2010-03-09,2,2,0
2010-03-10,3,3,0
2010-03-11,4,3,1
2010-03-12,1,1,0
2010-03-15,1,1,0
2010-03-17,2,2,0
2010-03-18,2,1,1
2010-03-19,1,1,0
2010-03-21,1,1,0
2010-03-22,2,2,0
2010-03-23,3,2,1
2010-03-24,2,2,0
2010-03-25,3,2,1
2010-03-29,3,2,1
2010-03-30,1,1,0
2010-03-31,1,1,0
2010-04-01,2,2,0
2010-04-03,1,1,0
2010-04-05,1,1,0
2010-04-06,1,1,0
2010-04-07,1,1,0
2010-04-08,1,0,1
2010-04-09,2,1,1
2010-04-12,8,4,4
2010-04-13,4,4,0
2010-04-14,3,3,0
2010-04-15,3,3,0
2010-04-16,1,1,0
2010-04-18,2,1,1
2010-04-19,5,5,0
2010-04-20,1,1,0
2010-04-21,3,3,0
2010-04-22,2,2,0
2010-04-23,2,1,1
2010-04-26,2,2,0
2010-04-28,2,1,1
2010-04-30,3,0,3
2010-05-03,1,1,0
2010-05-05,3,2,1
2010-05-06,1,1,0
2010-05-07,1,1,0
2010-05-10,1,1,0
2010-05-11,1,1,0
2010-05-12,3,2,1
2010-05-13,2,2,0
2010-05-14,3,2,1
2010-05-17,1,1,0
2010-05-18,2,1,1
2010-05-19,9,7,2
2010-05-20,4,4,0
2010-05-21,1,1,0
2010-05-24,3,3,0
2010-05-25,4,4,0
2010-05-26,3,2,1
2010-05-27,5,5,0
2010-05-28,1,1,0
2010-05-31,1,0,1
2010-06-01,1,1,0
2010-06-02,3,3,0
2010-06-03,2,2,0
2010-06-04,1,1,0
2010-06-05,1,0,1
2010-06-08,1,1,0
2010-06-09,2,1,1
2010-06-10,6,6,0
2010-06-11,1,1,0
2010-06-14,2,2,0
